,year,source_id,experiment_id,tas
554,1930.0,ACCESS-CM2,historical,287.18308533340814
555,1930.0,ACCESS-CM2,ssp370,
556,1930.0,EC-Earth3,historical,286.8491426332696
557,1930.0,EC-Earth3,ssp370,
558,1931.0,CESM2,historical,287.2694292455431
559,1931.0,CESM2,ssp370,
560,1931.0,MPI-ESM1-2-LR,historical,286.8036827084195
561,1931.0,MPI-ESM1-2-LR,ssp370,
562,1931.0,CNRM-ESM2-1,historical,286.8559294518466
563,1931.0,CNRM-ESM2-1,ssp370,
564,1931.0,EC-Earth3-Veg,historical,287.0725580368768
565,1931.0,EC-Earth3-Veg,ssp370,
566,1931.0,FGOALS-g3,historical,287.325669226806
567,1931.0,FGOALS-g3,ssp370,
568,1931.0,UKESM1-0-LL,historical,286.6036123518565
569,1931.0,UKESM1-0-LL,ssp370,
570,1931.0,CanESM5,historical,286.7414731970915
571,1931.0,CanESM5,ssp370,
572,1931.0,ACCESS-CM2,historical,287.19230190503987
573,1931.0,ACCESS-CM2,ssp370,
574,1931.0,EC-Earth3,historical,286.77574783192944
575,1931.0,EC-Earth3,ssp370,
576,1932.0,CESM2,historical,287.1909090770858
577,1932.0,CESM2,ssp370,
578,1932.0,MPI-ESM1-2-LR,historical,286.9070099755438
579,1932.0,MPI-ESM1-2-LR,ssp370,
580,1932.0,CNRM-ESM2-1,historical,286.81743433515834
581,1932.0,CNRM-ESM2-1,ssp370,
582,1932.0,EC-Earth3-Veg,historical,287.2473057427031
583,1932.0,EC-Earth3-Veg,ssp370,
584,1932.0,FGOALS-g3,historical,287.1745655379497
585,1932.0,FGOALS-g3,ssp370,
586,1932.0,UKESM1-0-LL,historical,286.5523298542848
587,1932.0,UKESM1-0-LL,ssp370,
588,1932.0,CanESM5,historical,286.8919203425489
589,1932.0,CanESM5,ssp370,
590,1932.0,ACCESS-CM2,historical,287.1568277055795
591,1932.0,ACCESS-CM2,ssp370,
592,1932.0,EC-Earth3,historical,286.82803290835113
593,1932.0,EC-Earth3,ssp370,
594,1933.0,CESM2,historical,287.2946616133105
595,1933.0,CESM2,ssp370,
596,1933.0,MPI-ESM1-2-LR,historical,286.9483241874235
597,1933.0,MPI-ESM1-2-LR,ssp370,
598,1933.0,CNRM-ESM2-1,historical,286.7059427185203
599,1933.0,CNRM-ESM2-1,ssp370,
600,1933.0,EC-Earth3-Veg,historical,287.1317214354968
601,1933.0,EC-Earth3-Veg,ssp370,
602,1933.0,FGOALS-g3,historical,287.24333328695815
603,1933.0,FGOALS-g3,ssp370,
604,1933.0,UKESM1-0-LL,historical,286.74802234525214
605,1933.0,UKESM1-0-LL,ssp370,
606,1933.0,CanESM5,historical,286.81629213558296
607,1933.0,CanESM5,ssp370,
608,1933.0,ACCESS-CM2,historical,287.2395055184277
609,1933.0,ACCESS-CM2,ssp370,
610,1933.0,EC-Earth3,historical,286.78654138713745
611,1933.0,EC-Earth3,ssp370,
612,1934.0,CESM2,historical,287.46289195461065
613,1934.0,CESM2,ssp370,
614,1934.0,MPI-ESM1-2-LR,historical,286.9493337601842
615,1934.0,MPI-ESM1-2-LR,ssp370,
616,1934.0,CNRM-ESM2-1,historical,286.6396235900733
617,1934.0,CNRM-ESM2-1,ssp370,
618,1934.0,EC-Earth3-Veg,historical,287.1775497044921
619,1934.0,EC-Earth3-Veg,ssp370,
620,1934.0,FGOALS-g3,historical,287.2940824231627
621,1934.0,FGOALS-g3,ssp370,
622,1934.0,UKESM1-0-LL,historical,286.75690003340236
623,1934.0,UKESM1-0-LL,ssp370,
624,1934.0,CanESM5,historical,286.7097313900332
625,1934.0,CanESM5,ssp370,
626,1934.0,ACCESS-CM2,historical,287.29647886788285
627,1934.0,ACCESS-CM2,ssp370,
628,1934.0,EC-Earth3,historical,286.7490351061693
629,1934.0,EC-Earth3,ssp370,
630,1935.0,CESM2,historical,287.3820434355196
631,1935.0,CESM2,ssp370,
632,1935.0,MPI-ESM1-2-LR,historical,286.734519341436
633,1935.0,MPI-ESM1-2-LR,ssp370,
634,1935.0,CNRM-ESM2-1,historical,286.69417583512416
635,1935.0,CNRM-ESM2-1,ssp370,
636,1935.0,EC-Earth3-Veg,historical,287.05384548119264
637,1935.0,EC-Earth3-Veg,ssp370,
638,1935.0,FGOALS-g3,historical,287.3611775453098
639,1935.0,FGOALS-g3,ssp370,
640,1935.0,UKESM1-0-LL,historical,286.6612816826987
641,1935.0,UKESM1-0-LL,ssp370,
642,1935.0,CanESM5,historical,286.79227837317575
643,1935.0,CanESM5,ssp370,
644,1935.0,ACCESS-CM2,historical,287.2717419658656
645,1935.0,ACCESS-CM2,ssp370,
646,1935.0,EC-Earth3,historical,286.8585329936094
647,1935.0,EC-Earth3,ssp370,
648,1936.0,CESM2,historical,287.35010588050324
649,1936.0,CESM2,ssp370,
650,1936.0,MPI-ESM1-2-LR,historical,286.9188575580097
651,1936.0,MPI-ESM1-2-LR,ssp370,
652,1936.0,CNRM-ESM2-1,historical,286.662267874176
653,1936.0,CNRM-ESM2-1,ssp370,
654,1936.0,EC-Earth3-Veg,historical,287.06864011251815
655,1936.0,EC-Earth3-Veg,ssp370,
656,1936.0,FGOALS-g3,historical,287.44539853958014
657,1936.0,FGOALS-g3,ssp370,
658,1936.0,UKESM1-0-LL,historical,286.63114332885533
659,1936.0,UKESM1-0-LL,ssp370,
660,1936.0,CanESM5,historical,286.71273139752697
661,1936.0,CanESM5,ssp370,
662,1936.0,ACCESS-CM2,historical,287.2247438188325
663,1936.0,ACCESS-CM2,ssp370,
664,1936.0,EC-Earth3,historical,286.883207992596
665,1936.0,EC-Earth3,ssp370,
666,1937.0,CESM2,historical,287.4592807162712
667,1937.0,CESM2,ssp370,
668,1937.0,MPI-ESM1-2-LR,historical,286.91746816509624
669,1937.0,MPI-ESM1-2-LR,ssp370,
670,1937.0,CNRM-ESM2-1,historical,286.6972834167893
671,1937.0,CNRM-ESM2-1,ssp370,
672,1937.0,EC-Earth3-Veg,historical,287.1069032831071
673,1937.0,EC-Earth3-Veg,ssp370,
674,1937.0,FGOALS-g3,historical,287.3462585436817
675,1937.0,FGOALS-g3,ssp370,
676,1937.0,UKESM1-0-LL,historical,286.4814134239223
677,1937.0,UKESM1-0-LL,ssp370,
678,1937.0,CanESM5,historical,286.8006045516329
679,1937.0,CanESM5,ssp370,
680,1937.0,ACCESS-CM2,historical,287.30318208377406
681,1937.0,ACCESS-CM2,ssp370,
682,1937.0,EC-Earth3,historical,286.89279724898097
683,1937.0,EC-Earth3,ssp370,
684,1938.0,CESM2,historical,287.4379867520794
685,1938.0,CESM2,ssp370,
686,1938.0,MPI-ESM1-2-LR,historical,286.85749665535417
687,1938.0,MPI-ESM1-2-LR,ssp370,
688,1938.0,CNRM-ESM2-1,historical,286.88221967936784
689,1938.0,CNRM-ESM2-1,ssp370,
690,1938.0,EC-Earth3-Veg,historical,287.2570114586667
691,1938.0,EC-Earth3-Veg,ssp370,
692,1938.0,FGOALS-g3,historical,287.4233796406043
693,1938.0,FGOALS-g3,ssp370,
694,1938.0,UKESM1-0-LL,historical,286.4769606367306
695,1938.0,UKESM1-0-LL,ssp370,
696,1938.0,CanESM5,historical,286.9037651914203
697,1938.0,CanESM5,ssp370,
698,1938.0,ACCESS-CM2,historical,287.2132539853792
699,1938.0,ACCESS-CM2,ssp370,
700,1938.0,EC-Earth3,historical,286.8143641803061
701,1938.0,EC-Earth3,ssp370,
702,1939.0,CESM2,historical,287.3958469429398
703,1939.0,CESM2,ssp370,
704,1939.0,MPI-ESM1-2-LR,historical,286.9396366797834
705,1939.0,MPI-ESM1-2-LR,ssp370,
706,1939.0,CNRM-ESM2-1,historical,286.5716457954871
707,1939.0,CNRM-ESM2-1,ssp370,
708,1939.0,EC-Earth3-Veg,historical,287.16027233628205
709,1939.0,EC-Earth3-Veg,ssp370,
710,1939.0,FGOALS-g3,historical,287.4110096417933
711,1939.0,FGOALS-g3,ssp370,
712,1939.0,UKESM1-0-LL,historical,286.7279169068787
713,1939.0,UKESM1-0-LL,ssp370,
714,1939.0,CanESM5,historical,286.90099697579313
715,1939.0,CanESM5,ssp370,
716,1939.0,ACCESS-CM2,historical,287.3153262766364
717,1939.0,ACCESS-CM2,ssp370,
718,1939.0,EC-Earth3,historical,286.89338614059255
719,1939.0,EC-Earth3,ssp370,
720,1940.0,CESM2,historical,287.39148618145697
721,1940.0,CESM2,ssp370,
722,1940.0,MPI-ESM1-2-LR,historical,287.16923556138926
723,1940.0,MPI-ESM1-2-LR,ssp370,
724,1940.0,CNRM-ESM2-1,historical,286.83173467273474
725,1940.0,CNRM-ESM2-1,ssp370,
726,1940.0,EC-Earth3-Veg,historical,287.3278445177932
727,1940.0,EC-Earth3-Veg,ssp370,
728,1940.0,FGOALS-g3,historical,287.40523518256646
729,1940.0,FGOALS-g3,ssp370,
730,1940.0,UKESM1-0-LL,historical,286.62507017681247
731,1940.0,UKESM1-0-LL,ssp370,
732,1940.0,CanESM5,historical,286.9237892169732
733,1940.0,CanESM5,ssp370,
734,1940.0,ACCESS-CM2,historical,287.3141638898488
735,1940.0,ACCESS-CM2,ssp370,
736,1940.0,EC-Earth3,historical,286.7972923597819
737,1940.0,EC-Earth3,ssp370,
738,1941.0,CESM2,historical,287.5862726078294
739,1941.0,CESM2,ssp370,
740,1941.0,MPI-ESM1-2-LR,historical,286.99235273664107
741,1941.0,MPI-ESM1-2-LR,ssp370,
742,1941.0,CNRM-ESM2-1,historical,286.817633591487
743,1941.0,CNRM-ESM2-1,ssp370,
744,1941.0,EC-Earth3-Veg,historical,287.19577402644114
745,1941.0,EC-Earth3-Veg,ssp370,
746,1941.0,FGOALS-g3,historical,287.5397442659383
747,1941.0,FGOALS-g3,ssp370,
748,1941.0,UKESM1-0-LL,historical,286.577355696178
749,1941.0,UKESM1-0-LL,ssp370,
750,1941.0,CanESM5,historical,286.9263533312017
751,1941.0,CanESM5,ssp370,
752,1941.0,ACCESS-CM2,historical,287.3757922950785
753,1941.0,ACCESS-CM2,ssp370,
754,1941.0,EC-Earth3,historical,286.86011182105733
755,1941.0,EC-Earth3,ssp370,
756,1942.0,CESM2,historical,287.29384465438164
757,1942.0,CESM2,ssp370,
758,1942.0,MPI-ESM1-2-LR,historical,286.865234926
759,1942.0,MPI-ESM1-2-LR,ssp370,
760,1942.0,CNRM-ESM2-1,historical,286.82268395052694
761,1942.0,CNRM-ESM2-1,ssp370,
762,1942.0,EC-Earth3-Veg,historical,287.17060979405346
763,1942.0,EC-Earth3-Veg,ssp370,
764,1942.0,FGOALS-g3,historical,287.4987189547115
765,1942.0,FGOALS-g3,ssp370,
766,1942.0,UKESM1-0-LL,historical,286.57254223922945
767,1942.0,UKESM1-0-LL,ssp370,
768,1942.0,CanESM5,historical,286.9211326267203
769,1942.0,CanESM5,ssp370,
770,1942.0,ACCESS-CM2,historical,287.2488944524967
771,1942.0,ACCESS-CM2,ssp370,
772,1942.0,EC-Earth3,historical,286.7820710310759
773,1942.0,EC-Earth3,ssp370,
774,1943.0,CESM2,historical,287.3988173358594
775,1943.0,CESM2,ssp370,
776,1943.0,MPI-ESM1-2-LR,historical,286.96110765756634
777,1943.0,MPI-ESM1-2-LR,ssp370,
778,1943.0,CNRM-ESM2-1,historical,286.6664724353822
779,1943.0,CNRM-ESM2-1,ssp370,
780,1943.0,EC-Earth3-Veg,historical,287.3399197504755
781,1943.0,EC-Earth3-Veg,ssp370,
782,1943.0,FGOALS-g3,historical,287.39038566839923
783,1943.0,FGOALS-g3,ssp370,
784,1943.0,UKESM1-0-LL,historical,286.66128864089274
785,1943.0,UKESM1-0-LL,ssp370,
786,1943.0,CanESM5,historical,286.7852229260874
787,1943.0,CanESM5,ssp370,
788,1943.0,ACCESS-CM2,historical,287.2484096152401
789,1943.0,ACCESS-CM2,ssp370,
790,1943.0,EC-Earth3,historical,286.760249773427
791,1943.0,EC-Earth3,ssp370,
792,1944.0,CESM2,historical,287.4129461282817
793,1944.0,CESM2,ssp370,
794,1944.0,MPI-ESM1-2-LR,historical,286.91551056825244
795,1944.0,MPI-ESM1-2-LR,ssp370,
796,1944.0,CNRM-ESM2-1,historical,286.81339789674735
797,1944.0,CNRM-ESM2-1,ssp370,
798,1944.0,EC-Earth3-Veg,historical,287.1733220714282
799,1944.0,EC-Earth3-Veg,ssp370,
800,1944.0,FGOALS-g3,historical,287.55244108725697
801,1944.0,FGOALS-g3,ssp370,
802,1944.0,UKESM1-0-LL,historical,286.6878913832066
803,1944.0,UKESM1-0-LL,ssp370,
804,1944.0,CanESM5,historical,286.549688124004
805,1944.0,CanESM5,ssp370,
806,1944.0,ACCESS-CM2,historical,287.2421133184464
807,1944.0,ACCESS-CM2,ssp370,
808,1944.0,EC-Earth3,historical,286.8548537649313
809,1944.0,EC-Earth3,ssp370,
810,1945.0,CESM2,historical,287.3610754827632
811,1945.0,CESM2,ssp370,
812,1945.0,MPI-ESM1-2-LR,historical,287.0231293578719
813,1945.0,MPI-ESM1-2-LR,ssp370,
814,1945.0,CNRM-ESM2-1,historical,286.7194128535903
815,1945.0,CNRM-ESM2-1,ssp370,
816,1945.0,EC-Earth3-Veg,historical,287.36018901712947
817,1945.0,EC-Earth3-Veg,ssp370,
818,1945.0,FGOALS-g3,historical,287.4423774783249
819,1945.0,FGOALS-g3,ssp370,
820,1945.0,UKESM1-0-LL,historical,286.71589488537427
821,1945.0,UKESM1-0-LL,ssp370,
822,1945.0,CanESM5,historical,286.65706639372263
823,1945.0,CanESM5,ssp370,
824,1945.0,ACCESS-CM2,historical,287.244745148984
825,1945.0,ACCESS-CM2,ssp370,
826,1945.0,EC-Earth3,historical,286.803023517898
827,1945.0,EC-Earth3,ssp370,
828,1946.0,CESM2,historical,287.3173841234054
829,1946.0,CESM2,ssp370,
830,1946.0,MPI-ESM1-2-LR,historical,286.8669901226927
831,1946.0,MPI-ESM1-2-LR,ssp370,
832,1946.0,CNRM-ESM2-1,historical,286.78532592522015
833,1946.0,CNRM-ESM2-1,ssp370,
834,1946.0,EC-Earth3-Veg,historical,287.35935356595525
835,1946.0,EC-Earth3-Veg,ssp370,
836,1946.0,FGOALS-g3,historical,287.4320201182177
837,1946.0,FGOALS-g3,ssp370,
838,1946.0,UKESM1-0-LL,historical,286.67119746908867
839,1946.0,UKESM1-0-LL,ssp370,
840,1946.0,CanESM5,historical,286.663139687137
841,1946.0,CanESM5,ssp370,
842,1946.0,ACCESS-CM2,historical,287.1752961168786
843,1946.0,ACCESS-CM2,ssp370,
844,1946.0,EC-Earth3,historical,286.73982481239733
845,1946.0,EC-Earth3,ssp370,
846,1947.0,CESM2,historical,287.17584009515923
847,1947.0,CESM2,ssp370,
848,1947.0,MPI-ESM1-2-LR,historical,286.88146171826764
849,1947.0,MPI-ESM1-2-LR,ssp370,
850,1947.0,CNRM-ESM2-1,historical,286.82077205473814
851,1947.0,CNRM-ESM2-1,ssp370,
852,1947.0,EC-Earth3-Veg,historical,287.2793745284692
853,1947.0,EC-Earth3-Veg,ssp370,
854,1947.0,FGOALS-g3,historical,287.50407289873704
855,1947.0,FGOALS-g3,ssp370,
856,1947.0,UKESM1-0-LL,historical,286.7483510524845
857,1947.0,UKESM1-0-LL,ssp370,
858,1947.0,CanESM5,historical,286.72191238121667
859,1947.0,CanESM5,ssp370,
860,1947.0,ACCESS-CM2,historical,287.3342189911483
861,1947.0,ACCESS-CM2,ssp370,
862,1947.0,EC-Earth3,historical,286.63254663689696
863,1947.0,EC-Earth3,ssp370,
864,1948.0,CESM2,historical,287.0749148453952
865,1948.0,CESM2,ssp370,
866,1948.0,MPI-ESM1-2-LR,historical,287.01297224700147
867,1948.0,MPI-ESM1-2-LR,ssp370,
868,1948.0,CNRM-ESM2-1,historical,286.7550903517271
869,1948.0,CNRM-ESM2-1,ssp370,
870,1948.0,EC-Earth3-Veg,historical,287.3278399213245
871,1948.0,EC-Earth3-Veg,ssp370,
872,1948.0,FGOALS-g3,historical,287.4934220573817
873,1948.0,FGOALS-g3,ssp370,
874,1948.0,UKESM1-0-LL,historical,286.7861987428276
875,1948.0,UKESM1-0-LL,ssp370,
876,1948.0,CanESM5,historical,286.9627053111305
877,1948.0,CanESM5,ssp370,
878,1948.0,ACCESS-CM2,historical,287.2177711707656
879,1948.0,ACCESS-CM2,ssp370,
880,1948.0,EC-Earth3,historical,286.9037534415835
881,1948.0,EC-Earth3,ssp370,
882,1949.0,CESM2,historical,287.2125005427836
883,1949.0,CESM2,ssp370,
884,1949.0,MPI-ESM1-2-LR,historical,286.87343897496663
885,1949.0,MPI-ESM1-2-LR,ssp370,
886,1949.0,CNRM-ESM2-1,historical,286.7235043402396
887,1949.0,CNRM-ESM2-1,ssp370,
888,1949.0,EC-Earth3-Veg,historical,287.40814177726224
889,1949.0,EC-Earth3-Veg,ssp370,
890,1949.0,FGOALS-g3,historical,287.51005390452696
891,1949.0,FGOALS-g3,ssp370,
892,1949.0,UKESM1-0-LL,historical,286.67041675186994
893,1949.0,UKESM1-0-LL,ssp370,
894,1949.0,CanESM5,historical,286.9302373977253
895,1949.0,CanESM5,ssp370,
896,1949.0,ACCESS-CM2,historical,287.34438076881077
897,1949.0,ACCESS-CM2,ssp370,
898,1949.0,EC-Earth3,historical,286.8246611604
899,1949.0,EC-Earth3,ssp370,
900,1950.0,CESM2,historical,287.12567946970404
901,1950.0,CESM2,ssp370,
902,1950.0,MPI-ESM1-2-LR,historical,286.9892691717523
903,1950.0,MPI-ESM1-2-LR,ssp370,
904,1950.0,CNRM-ESM2-1,historical,286.7586009334428
905,1950.0,CNRM-ESM2-1,ssp370,
906,1950.0,EC-Earth3-Veg,historical,287.3456218231067
907,1950.0,EC-Earth3-Veg,ssp370,
908,1950.0,FGOALS-g3,historical,287.66065472667987
909,1950.0,FGOALS-g3,ssp370,
910,1950.0,UKESM1-0-LL,historical,286.6232272868911
911,1950.0,UKESM1-0-LL,ssp370,
912,1950.0,CanESM5,historical,286.9702577348183
913,1950.0,CanESM5,ssp370,
914,1950.0,ACCESS-CM2,historical,287.40030104602243
915,1950.0,ACCESS-CM2,ssp370,
916,1950.0,EC-Earth3,historical,286.863026078317
917,1950.0,EC-Earth3,ssp370,
918,1951.0,CESM2,historical,287.1972181945159
919,1951.0,CESM2,ssp370,
920,1951.0,MPI-ESM1-2-LR,historical,287.08433892992326
921,1951.0,MPI-ESM1-2-LR,ssp370,
922,1951.0,CNRM-ESM2-1,historical,286.6760521524042
923,1951.0,CNRM-ESM2-1,ssp370,
924,1951.0,EC-Earth3-Veg,historical,287.14592541821304
925,1951.0,EC-Earth3-Veg,ssp370,
926,1951.0,FGOALS-g3,historical,287.5222940332949
927,1951.0,FGOALS-g3,ssp370,
928,1951.0,UKESM1-0-LL,historical,286.63427703291467
929,1951.0,UKESM1-0-LL,ssp370,
930,1951.0,CanESM5,historical,286.78356630487866
931,1951.0,CanESM5,ssp370,
932,1951.0,ACCESS-CM2,historical,287.38439321315803
933,1951.0,ACCESS-CM2,ssp370,
934,1951.0,EC-Earth3,historical,286.87406836235965
935,1951.0,EC-Earth3,ssp370,
936,1952.0,CESM2,historical,287.31581355914653
937,1952.0,CESM2,ssp370,
938,1952.0,MPI-ESM1-2-LR,historical,286.88376468201074
939,1952.0,MPI-ESM1-2-LR,ssp370,
940,1952.0,CNRM-ESM2-1,historical,286.62790614645843
941,1952.0,CNRM-ESM2-1,ssp370,
942,1952.0,EC-Earth3-Veg,historical,287.3199045981773
943,1952.0,EC-Earth3-Veg,ssp370,
944,1952.0,FGOALS-g3,historical,287.42684127682884
945,1952.0,FGOALS-g3,ssp370,
946,1952.0,UKESM1-0-LL,historical,286.66412865355886
947,1952.0,UKESM1-0-LL,ssp370,
948,1952.0,CanESM5,historical,286.77467756217743
949,1952.0,CanESM5,ssp370,
950,1952.0,ACCESS-CM2,historical,287.165490181005
951,1952.0,ACCESS-CM2,ssp370,
952,1952.0,EC-Earth3,historical,286.87626398838705
953,1952.0,EC-Earth3,ssp370,
954,1953.0,CESM2,historical,287.2586258162007
955,1953.0,CESM2,ssp370,
956,1953.0,MPI-ESM1-2-LR,historical,286.9634913169114
957,1953.0,MPI-ESM1-2-LR,ssp370,
958,1953.0,CNRM-ESM2-1,historical,286.7728014935878
959,1953.0,CNRM-ESM2-1,ssp370,
960,1953.0,EC-Earth3-Veg,historical,287.2349865353781
961,1953.0,EC-Earth3-Veg,ssp370,
962,1953.0,FGOALS-g3,historical,287.43756706169484
963,1953.0,FGOALS-g3,ssp370,
964,1953.0,UKESM1-0-LL,historical,286.575526837434
965,1953.0,UKESM1-0-LL,ssp370,
966,1953.0,CanESM5,historical,286.8311647839025
967,1953.0,CanESM5,ssp370,
968,1953.0,ACCESS-CM2,historical,287.18328158996127
969,1953.0,ACCESS-CM2,ssp370,
970,1953.0,EC-Earth3,historical,287.21652993123195
971,1953.0,EC-Earth3,ssp370,
972,1954.0,CESM2,historical,287.38522259540747
973,1954.0,CESM2,ssp370,
974,1954.0,MPI-ESM1-2-LR,historical,287.0614044558302
975,1954.0,MPI-ESM1-2-LR,ssp370,
976,1954.0,CNRM-ESM2-1,historical,286.7749076331699
977,1954.0,CNRM-ESM2-1,ssp370,
978,1954.0,EC-Earth3-Veg,historical,287.20090846988177
979,1954.0,EC-Earth3-Veg,ssp370,
980,1954.0,FGOALS-g3,historical,287.5721263540525
981,1954.0,FGOALS-g3,ssp370,
982,1954.0,UKESM1-0-LL,historical,286.64025254817005
983,1954.0,UKESM1-0-LL,ssp370,
984,1954.0,CanESM5,historical,286.80796456609716
985,1954.0,CanESM5,ssp370,
986,1954.0,ACCESS-CM2,historical,287.2816674802779
987,1954.0,ACCESS-CM2,ssp370,
988,1954.0,EC-Earth3,historical,287.19789994105906
989,1954.0,EC-Earth3,ssp370,
990,1955.0,CESM2,historical,287.341366688613
991,1955.0,CESM2,ssp370,
992,1955.0,MPI-ESM1-2-LR,historical,286.98059395355557
993,1955.0,MPI-ESM1-2-LR,ssp370,
994,1955.0,CNRM-ESM2-1,historical,286.8799587596068
995,1955.0,CNRM-ESM2-1,ssp370,
996,1955.0,EC-Earth3-Veg,historical,287.21733938725896
997,1955.0,EC-Earth3-Veg,ssp370,
998,1955.0,FGOALS-g3,historical,287.4585658683997
999,1955.0,FGOALS-g3,ssp370,
1000,1955.0,UKESM1-0-LL,historical,286.57379240503064
1001,1955.0,UKESM1-0-LL,ssp370,
1002,1955.0,CanESM5,historical,286.64840840751776
1003,1955.0,CanESM5,ssp370,
1004,1955.0,ACCESS-CM2,historical,287.06347156454075
1005,1955.0,ACCESS-CM2,ssp370,
1006,1955.0,EC-Earth3,historical,286.9106994846442
1007,1955.0,EC-Earth3,ssp370,
1008,1956.0,CESM2,historical,287.1861609231632
1009,1956.0,CESM2,ssp370,
1010,1956.0,MPI-ESM1-2-LR,historical,286.9758933421557
1011,1956.0,MPI-ESM1-2-LR,ssp370,
1012,1956.0,CNRM-ESM2-1,historical,286.64714709917996
1013,1956.0,CNRM-ESM2-1,ssp370,
1014,1956.0,EC-Earth3-Veg,historical,287.08481683846475
1015,1956.0,EC-Earth3-Veg,ssp370,
1016,1956.0,FGOALS-g3,historical,287.636721027078
1017,1956.0,FGOALS-g3,ssp370,
1018,1956.0,UKESM1-0-LL,historical,286.55077066309315
1019,1956.0,UKESM1-0-LL,ssp370,
1020,1956.0,CanESM5,historical,286.562523278716
1021,1956.0,CanESM5,ssp370,
1022,1956.0,ACCESS-CM2,historical,287.26080001981467
1023,1956.0,ACCESS-CM2,ssp370,
1024,1956.0,EC-Earth3,historical,286.97355010173595
1025,1956.0,EC-Earth3,ssp370,
1026,1957.0,CESM2,historical,287.2212999036206
1027,1957.0,CESM2,ssp370,
1028,1957.0,MPI-ESM1-2-LR,historical,286.8308592253682
1029,1957.0,MPI-ESM1-2-LR,ssp370,
1030,1957.0,CNRM-ESM2-1,historical,286.86482761673864
1031,1957.0,CNRM-ESM2-1,ssp370,
1032,1957.0,EC-Earth3-Veg,historical,287.20157337175107
1033,1957.0,EC-Earth3-Veg,ssp370,
1034,1957.0,FGOALS-g3,historical,287.57576722311336
1035,1957.0,FGOALS-g3,ssp370,
1036,1957.0,UKESM1-0-LL,historical,286.71206607000295
1037,1957.0,UKESM1-0-LL,ssp370,
1038,1957.0,CanESM5,historical,286.7743959460257
1039,1957.0,CanESM5,ssp370,
1040,1957.0,ACCESS-CM2,historical,287.1318739740926
1041,1957.0,ACCESS-CM2,ssp370,
1042,1957.0,EC-Earth3,historical,287.23203022305637
1043,1957.0,EC-Earth3,ssp370,
1044,1958.0,CESM2,historical,287.3056802278933
1045,1958.0,CESM2,ssp370,
1046,1958.0,MPI-ESM1-2-LR,historical,286.93735569656025
1047,1958.0,MPI-ESM1-2-LR,ssp370,
1048,1958.0,CNRM-ESM2-1,historical,286.9160487141798
1049,1958.0,CNRM-ESM2-1,ssp370,
1050,1958.0,EC-Earth3-Veg,historical,287.3149334259359
1051,1958.0,EC-Earth3-Veg,ssp370,
1052,1958.0,FGOALS-g3,historical,287.5489613473778
1053,1958.0,FGOALS-g3,ssp370,
1054,1958.0,UKESM1-0-LL,historical,286.6235783151434
1055,1958.0,UKESM1-0-LL,ssp370,
1056,1958.0,CanESM5,historical,286.7996606653997
1057,1958.0,CanESM5,ssp370,
1058,1958.0,ACCESS-CM2,historical,287.19627733557496
1059,1958.0,ACCESS-CM2,ssp370,
1060,1958.0,EC-Earth3,historical,287.15366004813586
1061,1958.0,EC-Earth3,ssp370,
1062,1959.0,CESM2,historical,287.48975677061276
1063,1959.0,CESM2,ssp370,
1064,1959.0,MPI-ESM1-2-LR,historical,286.99101874277306
1065,1959.0,MPI-ESM1-2-LR,ssp370,
1066,1959.0,CNRM-ESM2-1,historical,286.7841210414482
1067,1959.0,CNRM-ESM2-1,ssp370,
1068,1959.0,EC-Earth3-Veg,historical,287.22362479434076
1069,1959.0,EC-Earth3-Veg,ssp370,
1070,1959.0,FGOALS-g3,historical,287.69369212069523
1071,1959.0,FGOALS-g3,ssp370,
1072,1959.0,UKESM1-0-LL,historical,286.582929333821
1073,1959.0,UKESM1-0-LL,ssp370,
1074,1959.0,CanESM5,historical,286.8444623194958
1075,1959.0,CanESM5,ssp370,
1076,1959.0,ACCESS-CM2,historical,287.1906273215009
1077,1959.0,ACCESS-CM2,ssp370,
1078,1959.0,EC-Earth3,historical,287.2401281338087
1079,1959.0,EC-Earth3,ssp370,
1080,1960.0,CESM2,historical,287.3252003846823
1081,1960.0,CESM2,ssp370,
1082,1960.0,MPI-ESM1-2-LR,historical,287.10653749728493
1083,1960.0,MPI-ESM1-2-LR,ssp370,
1084,1960.0,CNRM-ESM2-1,historical,286.8710074485255
1085,1960.0,CNRM-ESM2-1,ssp370,
1086,1960.0,EC-Earth3-Veg,historical,287.2933468737817
1087,1960.0,EC-Earth3-Veg,ssp370,
1088,1960.0,FGOALS-g3,historical,287.583209074347
1089,1960.0,FGOALS-g3,ssp370,
1090,1960.0,UKESM1-0-LL,historical,286.60653801242626
1091,1960.0,UKESM1-0-LL,ssp370,
1092,1960.0,CanESM5,historical,286.726175067605
1093,1960.0,CanESM5,ssp370,
1094,1960.0,ACCESS-CM2,historical,287.30988133859506
1095,1960.0,ACCESS-CM2,ssp370,
1096,1960.0,EC-Earth3,historical,287.2035150153992
1097,1960.0,EC-Earth3,ssp370,
1098,1961.0,CESM2,historical,287.50018742560354
1099,1961.0,CESM2,ssp370,
1100,1961.0,MPI-ESM1-2-LR,historical,287.01648747282024
1101,1961.0,MPI-ESM1-2-LR,ssp370,
1102,1961.0,CNRM-ESM2-1,historical,286.94804029831016
1103,1961.0,CNRM-ESM2-1,ssp370,
1104,1961.0,EC-Earth3-Veg,historical,287.22631840671147
1105,1961.0,EC-Earth3-Veg,ssp370,
